review,reply,label,style
"The movie was fantastic, overall.",Love that! Thanks for the kind words about the movie.,1,standard
"The podcast was wonderful, overall.","Awesome, sounds like the podcast really impressed you!",1,standard
The new album was genuinely satisfying.,"That's wonderful, thanks for letting us know about the new album!",1,standard
"The movie was awful, overall.",Sorry the movie let you down — thanks for the feedback.,0,standard
My experience with the gym membership was enjoyable.,So glad you loved the gym membership!,1,standard
I found the museum to be unreliable.,Sorry to hear the museum didn't work out.,0,standard
I found the restaurant to be underwhelming.,Sorry to hear the restaurant didn't work out.,0,standard
"The restaurant was enjoyable, overall.","That's wonderful, thanks for letting us know about the restaurant!",1,standard
I found this recipe to be wonderful.,"Awesome, sounds like this recipe really impressed you!",1,standard
"The podcast was disappointing, overall.",We apologize for the trouble with the podcast.,0,standard
"Honestly, the new album turned out impressive.",Love that! Thanks for the kind words about the new album.,1,standard
"Honestly, this jacket turned out wonderful.",Thanks for sharing — happy this jacket worked out so well!,1,standard
The coffee was genuinely fantastic.,That's great to hear about the coffee!,1,standard
This bakery left me feeling it was fantastic.,"Awesome, sounds like this bakery really impressed you!",1,standard
This bakery was genuinely underwhelming.,We apologize for the trouble with this bakery.,0,standard
"In my opinion, this bakery is satisfying.",That's great to hear about this bakery!,1,standard
I found this course to be fantastic.,"That's wonderful, thanks for letting us know about this course!",1,standard
I found this show to be poorly made.,Sorry to hear this show didn't work out.,0,standard
"Honestly, the flight turned out terrible.",We apologize for the trouble with the flight.,0,standard
My experience with this show was boring.,Sorry to hear this show didn't work out.,0,standard
The flight was genuinely subpar.,Sorry to hear the flight didn't work out.,0,standard
"The delivery was disappointing, overall.","Sorry about that experience with the delivery, we'll do better.",0,standard
I found this app to be terrible.,"Sorry about that experience with this app, we'll do better.",0,standard
My experience with this app was second-rate.,Sorry this app let you down — thanks for the feedback.,0,standard
The new album was genuinely excellent.,That's great to hear about the new album!,1,standard
This course was genuinely second-rate.,We apologize for the trouble with this course.,0,standard
"The movie was great, overall.",Love that! Thanks for the kind words about the movie.,1,standard
"Honestly, this app turned out second-rate.",Sorry to hear this app didn't work out.,0,standard
My experience with this jacket was unreliable.,Sorry this jacket let you down — thanks for the feedback.,0,standard
"Honestly, the service turned out unreliable.","That sounds frustrating, we'll look into the service.",0,standard
"This recipe was enjoyable, overall.","Awesome, sounds like this recipe really impressed you!",1,standard
"This show was reliable, overall.","That's wonderful, thanks for letting us know about this show!",1,standard
"The delivery was impressive, overall.","Awesome, sounds like the delivery really impressed you!",1,standard
I found the customer support to be underwhelming.,Sorry the customer support let you down — thanks for the feedback.,0,standard
The hotel room left me feeling it was awful.,"Sorry about that experience with the hotel room, we'll do better.",0,standard
"Honestly, the concert turned out wonderful.","That's wonderful, thanks for letting us know about the concert!",1,standard
The service was genuinely frustrating.,Sorry the service let you down — thanks for the feedback.,0,standard
"This jacket was well-made, overall.",Love that! Thanks for the kind words about this jacket.,1,standard
"Honestly, the concert turned out second-rate.",We apologize for the trouble with the concert.,0,standard
I found the concert to be excellent.,That's great to hear about the concert!,1,standard
This software update was genuinely subpar.,We apologize for the trouble with this software update.,0,standard
My experience with the museum was unsatisfactory.,Sorry the museum let you down — thanks for the feedback.,0,standard
I found the museum to be mediocre.,Sorry to hear the museum didn't work out.,0,standard
"In my opinion, the movie is great.",Thanks for sharing — happy the movie worked out so well!,1,standard
I found this bakery to be great.,Thanks for sharing — happy this bakery worked out so well!,1,standard
The service was genuinely well-made.,"That's wonderful, thanks for letting us know about the service!",1,standard
This course left me feeling it was underwhelming.,"Sorry about that experience with this course, we'll do better.",0,standard
My experience with this app was terrible.,Sorry this app let you down — thanks for the feedback.,0,standard
"Honestly, the gym membership turned out boring.","Sorry about that experience with the gym membership, we'll do better.",0,standard
"In my opinion, the hotel room is underwhelming.",We apologize for the trouble with the hotel room.,0,standard
My experience with the restaurant was impressive.,"Awesome, sounds like the restaurant really impressed you!",1,standard
My experience with this laptop was outstanding.,"That's wonderful, thanks for letting us know about this laptop!",1,standard
"This book was excellent, overall.",So glad you loved this book!,1,standard
This app left me feeling it was reliable.,"That's wonderful, thanks for letting us know about this app!",1,standard
"The new album was impressive, overall.","Awesome, sounds like the new album really impressed you!",1,standard
"Honestly, the customer support turned out mediocre.","Sorry about that experience with the customer support, we'll do better.",0,standard
"In my opinion, this camera is well-made.","Awesome, sounds like this camera really impressed you!",1,standard
My experience with this app was unreliable.,We apologize for the trouble with this app.,0,standard
"Honestly, the flight turned out subpar.",Sorry to hear the flight didn't work out.,0,standard
"In my opinion, this laptop is great.","That's wonderful, thanks for letting us know about this laptop!",1,standard
"Honestly, the service turned out second-rate.",Sorry to hear the service didn't work out.,0,standard
"Honestly, the hotel room turned out impressive.",Love that! Thanks for the kind words about the hotel room.,1,standard
My experience with this camera was terrible.,"Sorry about that experience with this camera, we'll do better.",0,standard
I found the restaurant to be poorly made.,Sorry to hear the restaurant didn't work out.,0,standard
The gym membership was genuinely superb.,So glad you loved the gym membership!,1,standard
"Honestly, this show turned out impressive.",That's great to hear about this show!,1,standard
My experience with the podcast was satisfying.,Love that! Thanks for the kind words about the podcast.,1,standard
"This jacket was frustrating, overall.","That's disappointing to hear about this jacket, sorry about that.",0,standard
"The customer support was great, overall.",Thanks for sharing — happy the customer support worked out so well!,1,standard
"Honestly, this laptop turned out outstanding.",Thanks for sharing — happy this laptop worked out so well!,1,standard
"In my opinion, the flight is mediocre.","That's disappointing to hear about the flight, sorry about that.",0,standard
My experience with the concert was subpar.,Sorry the concert let you down — thanks for the feedback.,0,standard
"This laptop was enjoyable, overall.",Thanks for sharing — happy this laptop worked out so well!,1,standard
I found the podcast to be impressive.,"Awesome, sounds like the podcast really impressed you!",1,standard
"This app was fantastic, overall.",Thanks for sharing — happy this app worked out so well!,1,standard
I found the movie to be well-made.,So glad you loved the movie!,1,standard
I found the restaurant to be well-made.,So glad you loved the restaurant!,1,standard
"The gym membership was fantastic, overall.","Awesome, sounds like the gym membership really impressed you!",1,standard
This bakery was genuinely fantastic.,That's great to hear about this bakery!,1,standard
The new album left me feeling it was underwhelming.,"That sounds frustrating, we'll look into the new album.",0,standard
The restaurant was genuinely satisfying.,That's great to hear about the restaurant!,1,standard
My experience with this course was superb.,So glad you loved this course!,1,standard
"This bakery was fantastic, overall.",That's great to hear about this bakery!,1,standard
"The restaurant was impressive, overall.",Love that! Thanks for the kind words about the restaurant.,1,standard
This show was genuinely frustrating.,Sorry to hear this show didn't work out.,0,standard
I found the customer support to be disappointing.,"Sorry about that experience with the customer support, we'll do better.",0,standard
This laptop left me feeling it was poorly made.,Sorry this laptop let you down — thanks for the feedback.,0,standard
"The coffee was well-made, overall.","That's wonderful, thanks for letting us know about the coffee!",1,standard
"In my opinion, this game is terrible.","That's disappointing to hear about this game, sorry about that.",0,standard
The podcast was genuinely top-notch.,That's great to hear about the podcast!,1,standard
The restaurant was genuinely subpar.,Sorry the restaurant let you down — thanks for the feedback.,0,standard
I found the delivery to be terrible.,"That's disappointing to hear about the delivery, sorry about that.",0,standard
This course was genuinely fantastic.,So glad you loved this course!,1,standard
My experience with the gym membership was terrible.,"That's disappointing to hear about the gym membership, sorry about that.",0,standard
The museum was genuinely superb.,Thanks for sharing — happy the museum worked out so well!,1,standard
"Honestly, the service turned out subpar.","That sounds frustrating, we'll look into the service.",0,standard
This software update was genuinely unreliable.,"That sounds frustrating, we'll look into this software update.",0,standard
"Honestly, the movie turned out unsatisfactory.","Sorry about that experience with the movie, we'll do better.",0,standard
"The gym membership was outstanding, overall.",That's great to hear about the gym membership!,1,standard
"In my opinion, the gym membership is second-rate.","Sorry about that experience with the gym membership, we'll do better.",0,standard
I found this software update to be satisfying.,"Awesome, sounds like this software update really impressed you!",1,standard
"This game was impressive, overall.",Love that! Thanks for the kind words about this game.,1,standard
This show was genuinely top-notch.,Thanks for sharing — happy this show worked out so well!,1,standard
The coffee left me feeling it was frustrating.,We apologize for the trouble with the coffee.,0,standard
My experience with this software update was excellent.,So glad you loved this software update!,1,standard
This course was genuinely terrible.,"That's disappointing to hear about this course, sorry about that.",0,standard
My experience with this bakery was great.,"That's wonderful, thanks for letting us know about this bakery!",1,standard
My experience with this recipe was satisfying.,So glad you loved this recipe!,1,standard
The gym membership left me feeling it was terrible.,We apologize for the trouble with the gym membership.,0,standard
I found this software update to be poorly made.,"Sorry about that experience with this software update, we'll do better.",0,standard
This laptop was genuinely enjoyable.,Thanks for sharing — happy this laptop worked out so well!,1,standard
This bakery was genuinely terrible.,"That sounds frustrating, we'll look into this bakery.",0,standard
This software update left me feeling it was unreliable.,"Sorry about that experience with this software update, we'll do better.",0,standard
"In my opinion, the delivery is excellent.",So glad you loved the delivery!,1,standard
The flight left me feeling it was frustrating.,Sorry to hear the flight didn't work out.,0,standard
I found the restaurant to be mediocre.,We apologize for the trouble with the restaurant.,0,standard
This camera was genuinely enjoyable.,That's great to hear about this camera!,1,standard
